,7624,Sylius\\Component\\Core\\Model\\Product,Simvastatina Mk Pack 20 mg 2 por 3 ,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:2494;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7625,Sylius\\Component\\Core\\Model\\Product,Terbinafina Mk 250 mg por 14 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1322;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7626,Sylius\\Component\\Core\\Model\\Product,Tramadol mas Acetaminofen Mk 37.5 mg/325 mg por 10 Tabletas Recub.,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:300;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7627,Sylius\\Component\\Core\\Model\\Product,Trimetoprim Mk 40/200 mg Suspension por 60 ml,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:149;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7628,Sylius\\Component\\Core\\Model\\Product,Trimetoprim Sulfa Mk 80/400 mg por 100 Tab,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:940;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7629,Sylius\\Component\\Core\\Model\\Product,Trimetoprim Sulfa F Mk 160/800 mg por 100 Tab,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1427;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7630,Sylius\\Component\\Core\\Model\\Product,Valsartan Hct Mk 80 mg/12.5 mg por 14 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1559;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7631,Sylius\\Component\\Core\\Model\\Product,Valsartan Mk 80 mg por 14 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1559;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7632,Sylius\\Component\\Core\\Model\\Product,Valsartan Mk 160 mg por 10 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:790;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7633,Sylius\\Component\\Core\\Model\\Product,Zopiclona Mk 7.5 mg. por 10 Tabletas Cub. Ranurada,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:192;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7634,Sylius\\Component\\Core\\Model\\Product,Decadron Mk 8 mg/2/ml por 1 Ampolla,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:244;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7635,Sylius\\Component\\Core\\Model\\Product,Decadron Mk Sol. Oft. por 5 ml,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:240;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7636,Sylius\\Component\\Core\\Model\\Product,Dermocuad Mk Crema por 20 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Dermatologia";}s:5:"price";i:260;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7637,Sylius\\Component\\Core\\Model\\Product,Eptavis Adultos 3 Gr por 6 Sobres C-Frio,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1476;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7638,Sylius\\Component\\Core\\Model\\Product,Eptavis Infantil 1 Gr Granulado por 6 Sobres C-Frio,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1224;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7639,Sylius\\Component\\Core\\Model\\Product,Hidraplus 30 Coco por 500 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:316;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7640,Sylius\\Component\\Core\\Model\\Product,Hidraplus 30 Fresa por 500 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:316;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7641,Sylius\\Component\\Core\\Model\\Product,Hidraplus 30 Uva por 500 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:316;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7642,Sylius\\Component\\Core\\Model\\Product,Hidraplus 45 Chicle por 5 Sachets de 100 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:312;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7643,Sylius\\Component\\Core\\Model\\Product,Hidraplus 45 Chicle por 500 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:316;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7644,Sylius\\Component\\Core\\Model\\Product,Hidraplus 45 Coco por 500 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:316;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7645,Sylius\\Component\\Core\\Model\\Product,Hidraplus 45 Fresa por 500 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:316;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7646,Sylius\\Component\\Core\\Model\\Product,Hidraplus 45 Tutti Fruti por 5 Sachets de 100 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:312;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7647,Sylius\\Component\\Core\\Model\\Product,Hidraplus 45 Tutti Fruti por 500 ml.,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:316;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7648,Sylius\\Component\\Core\\Model\\Product,Hidraplus 45 Uva por 5 Sachets de 100 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:312;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7649,Sylius\\Component\\Core\\Model\\Product,Hidraplus 45 Uva por 500 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:316;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7650,Sylius\\Component\\Core\\Model\\Product,Aluminio Hidrox Magn Mk Susp. por 150 ml,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:167;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7651,Sylius\\Component\\Core\\Model\\Product,Aluminio Hidrox Magn Mk Susp. por 360 ml,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:361;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7652,Sylius\\Component\\Core\\Model\\Product,Magnesia Mk Suspension por 120 ml.,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:177;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7653,Sylius\\Component\\Core\\Model\\Product,Magnesia Mk Suspension por 360 ml,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:267;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7654,Sylius\\Component\\Core\\Model\\Product,Vitafull Mk por 30 Tab,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:963;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7655,Sylius\\Component\\Core\\Model\\Product,Vitafull Mk Senior por 30 Tab,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1072;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7656,Sylius\\Component\\Core\\Model\\Product,Z-Full Zinc Granulado Mk Fresa por 300 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1019;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7657,Sylius\\Component\\Core\\Model\\Product,Z-Full Zinc Granulado Mk Vainilla por 300 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1019;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7658,Sylius\\Component\\Core\\Model\\Product,Z-Full Zinc Mk por 60 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:936;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7659,Sylius\\Component\\Core\\Model\\Product,Bromhexina Mk 4 mg por 120 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:267;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7660,Sylius\\Component\\Core\\Model\\Product,Bromhexina Mk 8 mg por 120 ml,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:539;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7661,Sylius\\Component\\Core\\Model\\Product,Biocalcium Mk 500 mg por 30 Sob Eferv.,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:472;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7662,Sylius\\Component\\Core\\Model\\Product,Biocalcium-D Mk 500/200 mg por 30 Sob. Eferv.,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:757;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7663,Sylius\\Component\\Core\\Model\\Product,Calcio Mk 600masVit D por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:747;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7664,Sylius\\Component\\Core\\Model\\Product,Complejo B Mk por 250 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:1220;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7665,Sylius\\Component\\Core\\Model\\Product,Vita C mas Zinc Eferv. Mk Mandarina1 Gr por 10 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:365;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7666,Sylius\\Component\\Core\\Model\\Product,Vita C mas Zinc Eferv. Mk Naranja 1 Gr por 10 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:365;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7667,Sylius\\Component\\Core\\Model\\Product,Vita C mas Zinc Eferv. Mk Tutti Frutti 1 Gr por 10 Tab,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:365;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7668,Sylius\\Component\\Core\\Model\\Product,Vita C mas Zinc Mk 500 mg Cereza por 12 Sob. de 12 Tab cada uno,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:2088;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7669,Sylius\\Component\\Core\\Model\\Product,Vita C mas Zinc Mk 500 mg Fresa por 12 Sob. de 12 Tab cada uno,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:2088;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7670,Sylius\\Component\\Core\\Model\\Product,Vita C mas Zinc Mk 500 mg Mandarina por 12 Sob. de 12 Tab cada uno,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:2088;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7671,Sylius\\Component\\Core\\Model\\Product,Vita C mas Zinc Mk 500 mg Naranja por 12 Sob. de 12 Tab cada uno,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:2088;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7672,Sylius\\Component\\Core\\Model\\Product,Vita C mas Zinc Mk 500 mg Tuti Fruti por 12 Sob. de 12 Tab cada uno,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:2088;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7673,Sylius\\Component\\Core\\Model\\Product,Vitamina C Eferv. Mk Mandarina 1 Gr por 10 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:229;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7674,Sylius\\Component\\Core\\Model\\Product,Vitamina C Eferv. Mk Naranja 1 Gr por 10 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:229;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7675,Sylius\\Component\\Core\\Model\\Product,Vitamina C Eferv. Mk Tutifruti 1 Gr por 10 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:229;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7676,Sylius\\Component\\Core\\Model\\Product,Vitamina C Gotas Mk Fresa 100 mg por 30 ml,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:226;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7677,Sylius\\Component\\Core\\Model\\Product,Vitamina C Granulado Mk 500 mg Cereza por 5 Sobres,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:475;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7678,Sylius\\Component\\Core\\Model\\Product,Vitamina C Granulado Mk 500 mg Manzana por 5 Sobres,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:475;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7679,Sylius\\Component\\Core\\Model\\Product,Vitamina C Granulado Mk 500 mg Naranja por 5 Sobres,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:475;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7680,Sylius\\Component\\Core\\Model\\Product,Vitamina C Mastic. Mk Mandarina Caj por 12 Sobres,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:1813;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7681,Sylius\\Component\\Core\\Model\\Product,Vitamina C Mastic. Mk Maracuya Caj por 12 Sobres,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:1813;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7682,Sylius\\Component\\Core\\Model\\Product,Vitamina C Mastic. Mk Naranja Caj por 12 Sobres,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:1813;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7683,Sylius\\Component\\Core\\Model\\Product,Vitamina C Mastic. Mk Tuti Fruti Caj por 12 Sobres,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:1813;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7684,Sylius\\Component\\Core\\Model\\Product,Dexametasona Teuto 4 mg por 1 Fco 2.5 ml,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:138;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7685,Sylius\\Component\\Core\\Model\\Product,Vancomicina Teuto Iny. 500 mg por 1 Fco,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:884;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7686,Sylius\\Component\\Core\\Model\\Product,Gerimax por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1440;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7687,Sylius\\Component\\Core\\Model\\Product,Gerimax Ginseng por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1794;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7688,Sylius\\Component\\Core\\Model\\Product,I-Flex 750 mg por 60 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:2580;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7689,Sylius\\Component\\Core\\Model\\Product,Aplicador Tippys Baby por 50 Unidades,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:168;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7690,Sylius\\Component\\Core\\Model\\Product,Aplicador Tippys Clasicc por 100 Unidades Pomo,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:155;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7691,Sylius\\Component\\Core\\Model\\Product,Aplicador Tippys Classic por 200 Unidades Funda,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:175;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7692,Sylius\\Component\\Core\\Model\\Product,Aplicador Tippys Classic por 200 Unidades Pomo,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:228;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7693,Sylius\\Component\\Core\\Model\\Product,Aplicador Tippys Classic por 300 Unidades Pomo,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:296;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7694,Sylius\\Component\\Core\\Model\\Product,Desmaquilladores Tippys por 80 Unid,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:262;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7695,Sylius\\Component\\Core\\Model\\Product,Desmaquilladores Tippys por 80 Unidades 2 por 3,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:504;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7696,Sylius\\Component\\Core\\Model\\Product,Desmaquilladores Tippys por 50 Unid,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:208;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7697,Sylius\\Component\\Core\\Model\\Product,Desmaquilladores Tippys Duo por 100 Uni,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:625;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7698,Sylius\\Component\\Core\\Model\\Product,Axe Combo Excite 5988 1 Spary mas 1 Spray Seco mas CuaDerno,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:986;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7699,Sylius\\Component\\Core\\Model\\Product,Axe Seco Barra 3285 Apolo por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:423;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7700,Sylius\\Component\\Core\\Model\\Product,Axe Seco Barra Anarchy por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:423;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7701,Sylius\\Component\\Core\\Model\\Product,Axe Seco Barra Excite por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:423;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7702,Sylius\\Component\\Core\\Model\\Product,Axe Seco Barra Temptation por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:423;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7703,Sylius\\Component\\Core\\Model\\Product,Axe Seco Roll-On 1626 Apolo por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:244;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7704,Sylius\\Component\\Core\\Model\\Product,Axe Seco Roll-On Anarchy por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:244;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7705,Sylius\\Component\\Core\\Model\\Product,Axe Seco Roll-On Excite por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:244;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7706,Sylius\\Component\\Core\\Model\\Product,Axe Seco Roll-On Temptation por 50 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:244;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7707,Sylius\\Component\\Core\\Model\\Product,Axe Seco Spray 0297 Apolo por 152 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7708,Sylius\\Component\\Core\\Model\\Product,Axe Seco Spray 0372 Excite por 152 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7709,Sylius\\Component\\Core\\Model\\Product,Axe Seco Spray 0990 Mature por 152 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7710,Sylius\\Component\\Core\\Model\\Product,Axe Seco Spray 1003 Young por 152 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7711,Sylius\\Component\\Core\\Model\\Product,Axe Seco Spray 6580 Anarchy por 152 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7712,Sylius\\Component\\Core\\Model\\Product,Axe Seco Spray Final Edition por 152 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7713,Sylius\\Component\\Core\\Model\\Product,Axe Seco Spray Gold Temptation por 152 ml.,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7714,Sylius\\Component\\Core\\Model\\Product,Axe Seco Spray Temptation por 152 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7715,Sylius\\Component\\Core\\Model\\Product,Axe Spray 0280 Apolo por 160 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7716,Sylius\\Component\\Core\\Model\\Product,Axe Spray 6573 Anarchy For Her por 160 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7717,Sylius\\Component\\Core\\Model\\Product,Axe Spray 8980 Mature por 113 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7718,Sylius\\Component\\Core\\Model\\Product,Axe Spray 8997 Young por 113 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7719,Sylius\\Component\\Core\\Model\\Product,Axe Spray Anarchy For Him por 113 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7720,Sylius\\Component\\Core\\Model\\Product,Axe Spray Excite por 113 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7721,Sylius\\Component\\Core\\Model\\Product,Axe Spray Fusion por 113 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,7722,Sylius\\Component\\Core\\Model\\Product,Axe Spray Gold Temptation por 113 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:535;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
